doi,title,source,nnaa_track,pmid,journal,pub_date,abstract,nnaa_compound,ai_article_type,ai_pass,ai_rationale_zh,ai_nnaa_category,ai_synthesis_method,ai_has_pathway_or_synthesis,ai_compound,fetched_at,publication_types,ai_domain_relevant,ai_has_experiment,lit_type_zh
10.1128/aem.00120-19,Synthesis of d-Amino Acid-Containing Dipeptides Using the Adenylation Domains of Nonribosomal Peptide Synthetase.,pubmed,hybrid,31003981,Applied and environmental microbiology,2019-Jul-01,"Recent papers have reported dipeptides containing d-amino acids to have novel effects that cannot be observed with ll-dipeptides, and such dipeptides are expected to be novel functional compounds for pharmaceuticals and food additives. Although the functions of d-amino acid-containing dipeptides are gaining more attention, there are few reports on the synthetic enzymes that can accept d-amino acids as substrates, and synthetic methods for d-amino acid-containing dipeptides have not yet been constructed. Previously, we developed a chemoenzymatic system for amide synthesis that comprised enzymatic activation and a subsequent nucleophilic substitution reaction. In this study, we demonstrated the application of the system for d-amino acid-containing-dipeptide synthesis. We chose six adenylation domains as targets according to our newly constructed hypothesis, i.e., an adenylation domain located upstream from the epimerization domain may activate d-amino acid as well as l-amino acid. We successfully synthesized over 40 kinds of d-amino acid-containing dipeptides, including ld-, dl-, and dd-dipeptides, using only two adenylation domains, TycA-A from tyrocidine synthetase and BacB2-A from bacitracin synthetase. Furthermore, this study offered the possibility that the epimerization domain could be a clue to the activity of the adenylation domains toward d-amino acid. This paper provides additional information regarding d-amino acid-containing-dipeptide synthesis through the combination of enzymatic adenylation and chemical nucleophilic reaction, and this system will be a useful tool for dipeptide synthesis.IMPORTANCE Because almost all amino acids in nature are l-amino acids, the functioning of d-amino acids has received little attention. Thus, there is little information available on the activity of enzymes toward d-amino acids or synthetic methods for d-amino acid-containing dipeptides. Recently, d-amino acids and d-amino acid-containing peptides have attracted attention as novel functional compounds, and d-amino acid-activating enzymes and synthetic methods are required for the development of the d-amino acid-containing-peptide industry. This study provides additional knowledge regarding d-amino acid-activating enzymes and proposes a unique synthetic method for d-amino acid-containing peptides, including ld-, dl-, and dd-dipeptides.",,research_article,true,利用非核糖体肽合成酶的腺苷化结构域激活D-氨基酸，并通过化学亲核反应合成D-氨基酸二肽，明确报告了酶-化学联用策略及40余种产物，符合hybrid轨道。,hybrid,hybrid,yes,"D-amino acid-containing dipeptides, D-Ala, D-Phe",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1021/acs.jmedchem.8b00700,Chemoenzymatic Synthesis and Pharmacological Characterization of Functionalized Aspartate Analogues As Novel Excitatory Amino Acid Transporter Inhibitors.,pubmed,hybrid,30011368,Journal of medicinal chemistry,2018-Sep-13,"Aspartate (Asp) derivatives are privileged compounds for investigating the roles governed by excitatory amino acid transporters (EAATs) in glutamatergic neurotransmission. Here, we report the synthesis of various Asp derivatives with (cyclo)alkyloxy and (hetero)aryloxy substituents at C-3. Their pharmacological properties were characterized at the EAAT1-4 subtypes. The l- threo-3-substituted Asp derivatives 13a-e and 13g-k were nonsubstrate inhibitors, exhibiting pan activity at EAAT1-4 with IC50 values ranging from 0.49 to 15 μM. Comparisons between (dl- threo)-19a-c and (dl- erythro)-19a-c Asp analogues confirmed that the threo configuration is crucial for the EAAT1-4 inhibitory activities. Analogues (3b-e) of l-TFB-TBOA (3a) were shown to be potent EAAT1-4 inhibitors, with IC50 values ranging from 5 to 530 nM. Hybridization of the nonselective EAAT inhibitor l-TBOA with EAAT2-selective inhibitor WAY-213613 or EAAT3-preferring inhibitor NBI-59159 yielded compounds 8 and 9, respectively, which were nonselective EAAT inhibitors displaying considerably lower IC50 values at EAAT1-4 (11-140 nM) than those displayed by the respective parent molecules.",,research_article,true,核心研究为天冬氨酸（Asp）的C-3位取代非天然类似物的化学合成及其作为EAAT抑制剂的活性，属于非天然氨基酸的化学制备与构效关系研究。,chemical,chemical,yes,"3-substituted aspartate analogues, l-threo-3-(cycloalkyloxy)aspartate, l-threo-3-(heteroaryloxy)aspartate",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1016/j.bioorg.2018.06.020,Efficient chemoenzymatic synthesis of (S)-α-amino-4-fluorobenzeneacetic acid using immobilized penicillin amidase.,pubmed,hybrid,29929078,Bioorganic chemistry,2018-Oct,"An efficient chemoenzymatic route was developed for synthesis of (S)-α-amino-4-fluorobenzeneacetic acid, a valuable chiral intermediate of Aprepitant, using immobilized penicillin amidase catalyzed kinetic resolution of racemic N-phenylacetyl-4-fluorophenylglycine. The optimum temperature, pH and agitation rate of the reaction were determined to be 40 °C, 9.5 and 300 rpm, respectively. Kinetic resolution of 80 g L-1N-phenylacetyl-4-fluorophenylglycine by immobilized amidase 20 g L-1 resulted in 49.9% conversion and >99.9% e.e. within 3 h. The unreacted N-phenylacetyl-4-fluorophenylglycine can be easily racemized and then recycled as substrate. The production of (S)-α-amino-4-fluorobenzeneacetic acid was further amplified in 1 L reaction system, affording excellent conversion (49.9%) and enantioselectivity (99.9%). This chemoenzymatic approach was demonstrated to be promising for industrial production of (S)-α-amino-4-fluorobenzeneacetic acid.",,research_article,true,核心化合物(S)-α-amino-4-fluorobenzeneacetic acid是含氟非天然氨基酸，文章报道了其化学-酶法（青霉素酰胺酶催化动力学拆分）制备工艺，含收率、ee值等参数。,hybrid,hybrid,yes,(S)-α-amino-4-fluorobenzeneacetic acid,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1021/jacs.7b12918,Remote C-H Hydroxylation by an α-Ketoglutarate-Dependent Dioxygenase Enables Efficient Chemoenzymatic Synthesis of Manzacidin C and Proline Analogs.,pubmed,hybrid,29283572,Journal of the American Chemical Society,2018-Jan-24,"Selective C-H functionalization at distal positions remains a highly challenging problem in organic synthesis. Though Nature has evolved a myriad of enzymes capable of such feat, their synthetic utility has largely been overlooked. Here, we functionally characterize an α-ketoglutarate-dependent dioxygenase (Fe/αKG) that selectively hydroxylates the δ position of various aliphatic amino acids. Kinetic analysis and substrate profiling of the enzyme show superior catalytic efficiency and substrate promiscuity relative to other Fe/αKGs that catalyze similar reactions. We demonstrate the practical utility of this transformation in the concise syntheses of a rare alkaloid, manzacidin C, and densely substituted amino acid derivatives with remarkable step efficiency. This work provides a blueprint for future applications of Fe/αKG hydroxylation in complex molecule synthesis and the development of powerful synthetic paradigms centered on enzymatic C-H functionalization logic.",,research_article,true,利用α-酮戊二酸依赖性双加氧酶对脂肪族氨基酸进行δ-位羟基化，合成马尿酸C及脯氨酸类似物，属于酶法合成非天然氨基酸。,enzymatic,enzymatic,yes,"manzacidin C, proline analogs, hydroxy amino acids",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1039/c7ob00305f,Rapid chemoenzymatic route to glutamate transporter inhibitor l-TFB-TBOA and related amino acids.,pubmed,hybrid,28244539,Organic & biomolecular chemistry,2017-Mar-21,"The complex amino acid (l-threo)-3-[3-[4-(trifluoromethyl)benzoylamino]benzyloxy]aspartate (l-TFB-TBOA) and its derivatives are privileged compounds for studying the roles of excitatory amino acid transporters (EAATs) in regulation of glutamatergic neurotransmission, animal behavior, and in the pathogenesis of neurological diseases. The wide-spread use of l-TFB-TBOA stems from its high potency of EAAT inhibition and the lack of off-target binding to glutamate receptors. However, one of the main challenges in the evaluation of l-TFB-TBOA and its derivatives is the laborious synthesis of these compounds in stereoisomerically pure form. Here, we report an efficient and step-economic chemoenzymatic route that gives access to enantio- and diastereopure l-TFB-TBOA and its derivatives at multigram scale.",,research_article,true,报道了l-TFB-TBOA（一种非天然天冬氨酸衍生物）的高效化学-酶法合成路线，获得立体纯产物，符合NNAA制备方法学要求。,hybrid,hybrid,yes,"l-TFB-TBOA, (l-threo)-3-[3-[4-(trifluoromethyl)benzoylamino]benzyloxy]aspartate",2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1007/978-1-4939-6451-2_6,Preparation of Semisynthetic Peptides Macrocycles Using Split Inteins.,pubmed,hybrid,27714611,"Methods in molecular biology (Clifton, N.J.)",2017,"Cyclic peptides are highly desired molecules not only for basic research but also for many biomedical and pharmacological applications. Due to their potentially superior physicochemical properties as compared to their linear counterparts, they are considered as ideal candidates for studying protein-protein interactions, among others. Most of the methods developed in recent years to prepare cyclic peptides focus either on a synthetic or a recombinant route. While the former provides access to diversified, noncanonical peptides, including unnatural and D-amino acid, for example, the latter can harness the power of genetic randomization to generate and select from large peptide libraries. Only few approaches have been reported to prepare semisynthetic macrocycles that would benefit from both the advantages associated with synthetic and genetically encoded parts. We describe in this chapter a chemo-enzymatic method to make semisynthetic cyclic peptides in vitro from two fragments using protein trans-splicing and bioorthogonal oxime ligation.",,research_article,true,描述了一种酶-化学联用方法制备含非天然氨基酸（包括D-氨基酸和unnatural amino acid）的半合成环肽，明确涉及NNAA的引入与环化。,hybrid,hybrid,yes,"unnatural amino acid, D-amino acid",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1039/c5ob02145f,"Synthesis of characteristic Mycobacterium peptidoglycan (PGN) fragments utilizing with chemoenzymatic preparation of meso-diaminopimelic acid (DAP), and their modulation of innate immune responses.",pubmed,hybrid,26631868,Organic & biomolecular chemistry,2016-Jan-21,"Peptidoglycan (PGN) is a major component of bacterial cell wall and is recognized as a potent immunostimulant. The PGN in the cell envelope of Mycobacterium Tuberculosis has been shown to possess several unique characteristics including the presence of N-glycolyl groups (in addition to N-acetyl groups) in the muramic acid residues, and amidation of the free carboxylic acid of d-Glu or of meso-DAP in the peptide chains. Using a newly developed, highly stereoselective, chemoenzymatic approach for the synthesis of meso-DAP in peptide stems, we successfully synthesized for the first time, a series of Mycobacterium PGN fragments that include both mono- and disaccharides of MurNGlyc or 1,6-anhydro-MurNGlyc, as well as peptide-amidated variants. The ability of these PGN fragments to stimulate the immune system through activation of human Nod1 and Nod2 was examined. The PGN fragments were found to modulate immune stimulation, specifically, amidation at the d-Glu and meso-DAP in the peptide stem strongly reduced hNod1 activation. This effect was dependent on modification position. Additionally, N-glycolyl (instead of acetyl) of muramic acid was associated with slightly reduced human Nod1 and Nod2 stimulatory capabilities.",,research_article,true,报道了meso-二氨基庚二酸（meso-DAP）的高立体选择性chemoenzymatic合成方法，并用于制备分枝杆菌肽聚糖片段，meso-DAP为非标准氨基酸，在细菌细胞壁中存在，此处作为NNAA前体被合成。,hybrid,hybrid,yes,"meso-diaminopimelic acid, meso-DAP",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1021/bm5009052,Synthesis of adhesive peptides similar to those found in blue mussel (Mytilus edulis) using papain and tyrosinase.,pubmed,hybrid,25030620,Biomacromolecules,2014-Aug-11,"The blue mussel (Mytilus edulis) foot protein 5 (Mefp-5) is an adhesive protein that is mainly composed of glycine, l-lysine, and 3,4-dihydroxy-l-phenylalanine (DOPA). Thousands of adhesive pads have been analyzed in previous studies, whereby it has been found that adhesion is largely achieved by the redox-chemistry of DOPA, and that l-lysine (approximately 20 mol %) affects the formation of molecular networks. While DOPA and lysine are essential for biomimetic adhesive design, the synthesis of copolymers containing DOPA is limited, in terms of yield, by the multiple reaction steps required. Here, we synthesized adhesive peptides containing DOPA and l-lysine via two enzymatic reactions, namely, chemoenzymatic synthesis of copolypeptides of l-tyrosine and l-lysine by Papaya peptidase I (papain), as well as the enzymatic conversion from l-tyrosine to DOPA by tyrosinase. The synthesis was characterized in terms of yield, degree of polymerization, and composition of the polypeptide. In addition, the conversion of tyrosine to DOPA by tyrosinase was evaluated quantitatively by nuclear magnetic resonance and amino acid analysis. The adhesive properties of the resulting peptides, consisting of DOPA, l-lysine, and l-tyrosine, were evaluated at various pH levels with different protonation/deprotonation states. Our results show that deprotonated DOPA is required for adhesive function, and the deprotonated primary amine group of lysine induces molecular networks by varying the elastic moduli of the adhesives. In this study, we demonstrate the benefit of combining multiple enzymatic reactions, including chemoenzymatic polymerization, in obtaining new types of peptide-based materials.",,research_article,true,通过木瓜蛋白酶和酪氨酸酶两步酶法将L-酪氨酸转化为DOPA并聚合，DOPA是非天然氨基酸，文章报告了其酶促合成及转化率。,enzymatic,enzymatic,yes,"3,4-dihydroxy-L-phenylalanine, DOPA",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1021/jm301433m,"Chemoenzymatic synthesis of new 2,4-syn-functionalized (S)-glutamate analogues and structure-activity relationship studies at ionotropic glutamate receptors and excitatory amino acid transporters.",pubmed,hybrid,23414088,Journal of medicinal chemistry,2013-Feb-28,"In the mammalian central nervous system, (S)-glutamate (Glu) is released from the presynaptic neuron where it activates a plethora of pre- and postsynaptic Glu receptors. The fast acting ionotropic Glu receptors (iGluRs) are ligand gated ion channels and are believed to be involved in a vast number of neurological functions such as memory and learning, synaptic plasticity, and motor function. The synthesis of 14 enantiopure 2,4-syn-Glu analogues 2b-p is accessed by a short and efficient chemoenzymatic approach starting from readily available cyclohexanone 3. Pharmacological characterization at the iGluRs and EAAT1-3 subtypes revealed analogue 2i as a selective GluK1 ligand with low nanomolar affinity. Two X-ray crystal structures of the key analogue 2i in the ligand-binding domain (LBD) of GluA2 and GluK3 were determined. Partial domain closure was seen in the GluA2-LBD complex with 2i comparable to that induced by kainate. In contrast, full domain closure was observed in the GluK3-LBD complex with 2i, similar to that of GluK3-LBD with glutamate bound.",,research_article,true,"报道了14种新型2,4-syn-功能化(S)-谷氨酸类似物的短程高效酶-化学联用合成路线，并进行了药理表征，属于非天然氨基酸的hybrid合成方法研究。",hybrid,hybrid,yes,"(S)-glutamate analogues, 2,4-syn-Glu analogues",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1002/chem.201202793,"Chemoenzymatic synthesis of all four diastereomers of 2,6-disubstituted piperidines through stereoselective monoamination of 1,5-diketones.",pubmed,hybrid,23292758,"Chemistry (Weinheim an der Bergstrasse, Germany)",2013-Feb-18,"The regioselectivity of various enantiocomplementary ω-transaminases was evaluated for the stereoselective monoamination of designated 1,5-diketones; excellent conversions, enantio- and regioselectivities were observed. The resulting amino-ketones underwent spontaneous intramolecular ring closure to afford Δ1-piperideines, which served as precursors for the cis- and anti-piperidine scaffold as demonstrated for the synthesis of the alkaloids dihydropinidine and epi-dihydropinidine. Key to the success of accessing the trans-piperidines was a Lewis acid mediated conformational change of the Δ1-piperideines in the reduction step. Thus, all four diastereomers of 2,6-disubstituted piperidines could successfully be prepared.",,research_article,true,"通过ω-转氨酶对1,5-二酮进行单胺化合成2,6-二取代哌啶，哌啶为N-杂环氨基酸类似物（如pipecolic acid），属NNAA酶法合成。",enzymatic,enzymatic,yes,"2,6-disubstituted piperidines, pipecolic acid analogs",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1002/cbic.201200540,Development of a hypersensitive periodate-cleavable amino acid that is methionine- and disulfide-compatible and its application in MHC exchange reagents for T cell characterisation.,pubmed,hybrid,23280887,Chembiochem : a European journal of chemical biology,2013-Jan-02,"Incorporation of cleavable linkers into peptides and proteins is of particular value in the study of biological processes. Here we describe the synthesis of a cleavable linker that is hypersensitive to oxidative cleavage as the result of the periodate reactivity of a vicinal amino alcohol moiety. Two strategies directed towards the synthesis of a building block suitable for solid-phase peptide synthesis were developed: a chemoenzymatic route, involving L-threonine aldolase, and an enantioselective chemical route; these led to α,γ-diamino-β-hydroxybutanoic acids in diastereoisomerically mixed and enantiopure forms, respectively. Incorporation of the 1,2-amino alcohol linker into the backbone of a peptide generated a conditional peptide that was rapidly cleaved at very low concentrations of sodium periodate. This cleavable peptide ligand was applied in the generation of MHC exchange reagents for the detection of antigen-specific T cells in peripheral blood cells. The extremely low concentration of periodate required to trigger MHC peptide exchange allowed the co-oxidation of methionine and disulfide residues to be avoided. Conditional MHC reagents hypersensitive to periodate can now be applied without limitations when UV irradiation is undesired or less practical.",,research_article,true,"合成了含1,2-氨基醇结构的可裂解氨基酸类似物（α,γ-diamino-β-hydroxybutanoic acid），通过化学和酶法（L-threonine aldolase）路线制备，属于非天然氨基酸的混合合成策略。",hybrid,hybrid,yes,"α,γ-diamino-β-hydroxybutanoic acid",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1002/chir.21032,"First chemoenzymatic synthesis of (+)-2-carboxypyrrolidine-3-acetic acid, the nucleus of kainoid amino acids.",pubmed,hybrid,22180179,Chirality,2012-Feb,"The distinctive nucleus of kainoid amino acids, (2S,3R)-(+)-2-carboxypyrrolidine-3-acetic acid 6, was synthesized by a chemoenzymatic process, exploiting the diastereomeric cis/trans methyl pyroglutamate derivatives 10a-c/11a-c as key intermediates. These mixtures, when subjected to a kinetic resolution mediated by α-chymotrypsin, reacted diastereo-, regio-, and enantioselectively to give the trans derivatives (+)-10a-c possessing the correct (2S,3R) configuration. Subsequently, the desired product (2S,3R)-(+)-6 could be obtained after well-established transformations.",,research_article,true,报道了海人藻酸类氨基酸核心结构(+)-2-羧基吡咯烷-3-乙酸的化学酶法合成，该化合物为非天然氨基酸，含明确合成路线和酶催化步骤。,hybrid,hybrid,yes,"(+)-2-carboxypyrrolidine-3-acetic acid, kainoid amino acids",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1016/j.bmcl.2009.12.029,Photoactive ligands probing the sweet taste receptor. Design and synthesis of highly potent diazirinyl D-phenylalanine derivatives.,pubmed,hybrid,20031409,Bioorganic & medicinal chemistry letters,2010-Feb-01,"Some D-amino acids such as d-tryptophan and D-phenylalanine are well known as naturally-occurring sweeteners. Photoreactive D-phenylalanine derivatives containing trifluoromethyldiazirinyl moiety at 3- or 4-position of phenylalanine, were designed as sweeteners for functional analysis with photoaffinity labeling. The trifluoromethyldiazirinyl D-phenylalanine derivatives were prepared effectively with chemo-enzymatic methods using L-amino acid oxidase and were found to have potent activity toward the human sweet taste receptor.",,research_article,true,研究D-苯丙氨酸衍生物（非天然D-氨基酸）的化学-酶法合成，并评估其作为甜味受体配体的活性；明确报告了以L-氨基酸氧化酶介导的酶促步骤制备D-构型NNAA。,hybrid,hybrid,yes,"D-phenylalanine, trifluoromethyldiazirinyl D-phenylalanine",2026-07-23 18:45:34,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1039/b803584a,"E factors, green chemistry and catalysis: an odyssey.",pubmed,hybrid,18633490,"Chemical communications (Cambridge, England)",2008-Aug-07,"The development of green chemistry is traced from the introduction of the concepts of atom economy (atom utilisation) and E factors in the early 1990s. The important role of catalysis in reducing or eliminating waste is emphasised and illustrated with examples from heterogeneous catalytic oxidations with hydrogen peroxide, homogeneous catalytic oxidations and carbonylations and organocatalytic oxidations with stable N-oxy radicals. Catalytic reactions in non-conventional media, e.g. aqueous biphasic, supercritical carbon dioxide and ionic liquids, are presented. Biotransformations involving non-natural reactions of enzymes, e.g. ester ammoniolysis, and the rational design of semi-synthetic enzymes, such as vanadate phytase, are discussed. The optimisation of enzyme properties using in vitro evolution and improvement of their operational stability by immobilisation as cross-linked enzyme aggregates (CLEA) are presented. The ultimate in green chemistry is the integration of catalytic steps into a one-pot, catalytic cascade process. An example of a chemoenzymatic synthesis of an enantiomerically pure amino acid in water and a trienzymatic cascade process using a triple-decker oxynitrilase/nitrilase/amidase CLEA are discussed. Finally, catalytic conversions of renewable raw materials are examined and the biocatalytic aerobic oxidation of starch to carboxy starch is presented as an example of green chemistry in optima forma i.e. a biocompatible product from a renewable raw material using a biocatalytic air oxidation.",,research_article,true,摘要末尾明确提及“chemoenzymatic synthesis of an enantiomerically pure amino acid in water”，符合NNAA酶-化学联用合成策略。,hybrid,hybrid,yes,unnatural amino acid,2026-07-23 18:45:34,Journal Article,true,yes,研究论文
